File,Value
brainard20160226a.htm.txt,-104457
brainard20160307a.htm.txt,-124549
brainard20160414a.htm.txt,58209
brainard20160603a.htm.txt,-124657
brainard20160912a.htm.txt,-92397
brainard20161007a.htm.txt,9996
brainard20161117a.htm.txt,-36349
brainard20161202a.htm.txt,5931
brainard20170117a.htm.txt,-30124
brainard20170301a.htm.txt,-52355
brainard20170428a.htm.txt,-74461
brainard20170522a.htm.txt,-160841
brainard20170530a.htm.txt,-34131
brainard20170711a.htm.txt,-66451
brainard20170713a.htm.txt,-66451
brainard20170728a.htm.txt,34068
brainard20170905a.htm.txt,-96506
brainard20170926a.htm.txt,-82226
brainard20170927a.htm.txt,-16127
brainard20171012a.htm.txt,-150785
brainard20171115a.htm.txt,56241
brainard20171116a.htm.txt,-68440
brainard20171213a.htm.txt,7948
brainard20180306a.htm.txt,-44154
brainard20180403a.htm.txt,-220968
brainard20180417a.htm.txt,30086
brainard20180419a.htm.txt,-94456
brainard20180515a.htm.txt,-54297
brainard20180518a.htm.txt,52237
brainard20180531a.htm.txt,-72280
brainard20180912a.htm.txt,-88363
brainard20181003a.htm.txt,8003
brainard20181015a.htm.txt,12010
brainard20181017a.htm.txt,-16105
brainard20181113a.htm.txt,-6136
brainard20181203a.htm.txt,-6016
brainard20181203b.htm.txt,-6038
brainard20181207a.htm.txt,-198891
brainard20190201a.htm.txt,42198
brainard20190223a.htm.txt,5961
brainard20190307a.htm.txt,-130648
brainard20190312a.htm.txt,48076
brainard20190508a.htm.txt,6011
brainard20190510a.htm.txt,-183058
brainard20190516a.htm.txt,-84378
brainard20190621a.htm.txt,-8044
brainard20190711a.htm.txt,-10045
brainard20190805a.htm.txt,50173
brainard20191016a.htm.txt,-42233
brainard20191108a.htm.txt,-90432
brainard20191126a.htm.txt,-100549
brainard20191218a.htm.txt,-38204
brainard20200108a.htm.txt,26025
brainard20200205a.htm.txt,-12076
brainard20200221a.htm.txt,-120650
brainard20200505a.htm.txt,6038
brainard20200521a.htm.txt,-10064
brainard20200714a.htm.txt,-124648
brainard20200806a.htm.txt,62219
brainard20200813a.htm.txt,48189
brainard20200901a.htm.txt,-62312
brainard20200921a.htm.txt,-16204
brainard20201001a.htm.txt,10001
brainard20201015a.htm.txt,-58283
brainard20201020a.htm.txt,-38171
brainard20201021a.htm.txt,-140697
brainard20201110a.htm.txt,-4012
brainard20201117a.htm.txt,20035
brainard20201201a.htm.txt,-32155
brainard20201217a.htm.txt,3985
brainard20201218a.htm.txt,-88401
brainard20210112a.htm.txt,-50247
brainard20210113a.htm.txt,-112525
brainard20210218a.htm.txt,6047
brainard20210224a.htm.txt,-158497
brainard20210301a.htm.txt,-166733
brainard20210302a.htm.txt,-13988
brainard20210323a.htm.txt,-60282
brainard20210323b.htm.txt,-14085
brainard20210511a.htm.txt,-26053
brainard20210524a.htm.txt,22066
brainard20210601a.htm.txt,-88390
brainard20210730a.htm.txt,12087
brainard20210927a.htm.txt,-68136
brainard20211007a.htm.txt,-98427
brainard20211013a.htm.txt,4049
brainard20220218a.htm.txt,78324
brainard20220405a.htm.txt,10034
brainard20220525a.htm.txt,5997
brainard20220708a.htm.txt,-54254
brainard20220719a.htm.txt,5994
brainard20220829a.htm.txt,34153
brainard20220907a.htm.txt,-30135
brainard20220930a.htm.txt,-60270
brainard20221010a.htm.txt,-36162
brainard20221128a.htm.txt,-66341
brainard20230119a.htm.txt,-92403
clarida20181025a.htm.txt,6061
clarida20181127a.htm.txt,14135
clarida20190110a.htm.txt,54268
clarida20190222a.htm.txt,-104608
clarida20190228a.htm.txt,22146
clarida20190328a.htm.txt,-116577
clarida20190409a.htm.txt,-106603
clarida20190411a.htm.txt,6041
clarida20190503a.htm.txt,3994
clarida20190513a.htm.txt,-20189
clarida20190517a.htm.txt,16072
clarida20190520a.htm.txt,-36250
clarida20190530a.htm.txt,-12136
clarida20190605a.htm.txt,14077
clarida20190701a.htm.txt,-112633
clarida20190926a.htm.txt,-74429
clarida20191001a.htm.txt,10023
clarida20191018a.htm.txt,18095
clarida20191101a.htm.txt,-12010
clarida20191112a.htm.txt,-162720
clarida20191114a.htm.txt,-64337
clarida20200109a.htm.txt,6030
clarida20200221a.htm.txt,-14060
clarida20200225a.htm.txt,10048
clarida20200521a.htm.txt,-40158
clarida20200616a.htm.txt,-22088
clarida20200831a.htm.txt,-90495
clarida20201014a.htm.txt,-30157
clarida20201019a.htm.txt,-36184
clarida20201116a.htm.txt,30163
clarida20210108a.htm.txt,-12098
clarida20210113a.htm.txt,-52223
clarida20210224a.htm.txt,-18083
clarida20210325a.htm.txt,-20103
clarida20210414a.htm.txt,-58258
clarida20210512a.htm.txt,-12087
clarida20210517a.htm.txt,-11
clarida20210804a.htm.txt,-30154
clarida20211012a.htm.txt,8025
clarida20211108a.htm.txt,-22121
clarida20211119a.htm.txt,-40185
clarida20211130a.htm.txt,-116555
cook20221006a.htm.txt,-48183
cook20221130a.htm.txt,2023
cook20230106a.htm.txt,-64288
cook20230121a.htm.txt,-6032
cook20230216a.htm.txt,14058
cook20230331a.htm.txt,4029
cook20230404a.htm.txt,10067
cook20230421a.htm.txt,-1915
cook20230505a.htm.txt,9990
cook20230513a.htm.txt,66289
cook20230515a.htm.txt,-4015
cook20230922a.htm.txt,16009
cook20230928a.htm.txt,20093
cook20231018a.htm.txt,-12087
cook20231106a.htm.txt,-100483
cook20231108a.htm.txt,-154726
cook20231113a.htm.txt,38207
cook20231116a.htm.txt,-102481
duke20120720a.htm.txt,-54278
duke20121005a.htm.txt,-132662
duke20121109a.htm.txt,-118577
duke20130205a.htm.txt,-74360
duke20130308a.htm.txt,-130571
duke20130509a.htm.txt,-64310
fischer20140710a.htm.txt,-186999
fischer20140811a.htm.txt,-269388
fischer20141011a.htm.txt,-100548
fischer20150227a.htm.txt,-42222
fischer20150323a.htm.txt,-154810
fischer20150327a.htm.txt,-78395
fischer20150330a.htm.txt,-182808
fischer20150521.htm.txt,-108579
fischer20150526a.htm.txt,-84465
fischer20150601a.htm.txt,-273353
fischer20150624a.htm.txt,-98463
fischer20150630a.htm.txt,-6060
fischer20150829a.htm.txt,-3993
fischer20151002a.htm.txt,-28178
fischer20151011a.htm.txt,-10045
fischer20151104a.htm.txt,-42244
fischer20151112a.htm.txt,-26128
fischer20151119a.htm.txt,-70370
fischer20151203a.htm.txt,-84411
fischer20160103a.htm.txt,-172862
fischer20160201a.htm.txt,-54248
fischer20160210a.htm.txt,-198954
fischer20160223a.htm.txt,-58266
fischer20160307a.htm.txt,-193015
fischer20160519.htm.txt,-22085
fischer20160622a.htm.txt,-166769
fischer20160821a.htm.txt,-148729
fischer20160927a.htm.txt,-12010
fischer20161005a.htm.txt,-128697
fischer20161009a.htm.txt,12076
fischer20161017a.htm.txt,-114455
fischer20161104a.htm.txt,-7981
fischer20161111a.htm.txt,-56326
fischer20161115a.htm.txt,-138643
fischer20161121a.htm.txt,-62334
fischer20170211a.htm.txt,2051
fischer20170303a.htm.txt,12046
fischer20170417a.htm.txt,-54243
fischer20170419a.htm.txt,-38215
fischer20170505a.htm.txt,-11
fischer20170620a.htm.txt,-150823
fischer20170627a.htm.txt,-70320
fischer20170706a.htm.txt,-38256
fischer20170731a.htm.txt,-186815
fischer20170928a.htm.txt,7970
jefferson20221004a.htm.txt,6038
jefferson20221117a.htm.txt,7984
jefferson20230224a.htm.txt,-78293
jefferson20230227a.htm.txt,-58368
jefferson20230327a.htm.txt,-54265
jefferson20230512a.htm.txt,-46215
jefferson20230518a.htm.txt,-20079
jefferson20230531a.htm.txt,-78340
jefferson20231009a.htm.txt,-40169
jefferson20231019a.htm.txt,8036
jefferson20231108a.htm.txt,-20084
jefferson20231114a.htm.txt,-100433
powell20130221a.htm.txt,-128642
powell20130304a.htm.txt,-238972
powell20130627a.htm.txt,-118597
powell20130702a.htm.txt,-34164
powell20131003a.htm.txt,-98573
powell20131011a.htm.txt,-8036
powell20131104a.htm.txt,-134658
powell20131121a.htm.txt,-38256
powell20140606a.htm.txt,-16094
powell20140904a.htm.txt,-64285
powell20140923a.htm.txt,4007
powell20140930a.htm.txt,-10045
powell20141020a.htm.txt,-6027
powell20141106a.htm.txt,-140707
powell20141114a.htm.txt,-36170
powell20150120a.htm.txt,-62364
powell20150204a.htm.txt,-18078
powell20150209a.htm.txt,-197044
powell20150218a.htm.txt,-243144
powell20150408a.htm.txt,-130535
powell20150514a.htm.txt,-2020
powell20150625a.htm.txt,8168
powell20150803a.htm.txt,-68438
powell20151020a.htm.txt,-50313
powell20151117a.htm.txt,-50445
powell20151120a.htm.txt,7992
powell20160226a.htm.txt,-44275
powell20160526a.htm.txt,-132459
powell20160621a.htm.txt,-26128
powell20160628a.htm.txt,-102404
powell20160929a.htm.txt,-118498
powell20161024.htm.txt,-3996
powell20161118a.htm.txt,-144703
powell20161129a.htm.txt,-90262
powell20161130a.htm.txt,-104564
powell20170107a.htm.txt,-62248
powell20170222a.htm.txt,-66203
powell20170303a.htm.txt,78549
powell20170328a.htm.txt,-80365
powell20170405a.htm.txt,20101
powell20170420a.htm.txt,-74366
powell20170601a.htm.txt,-50225
powell20170623a.htm.txt,-118619
powell20170626a.htm.txt,-4018
powell20170706a.htm.txt,-188906
powell20170830a.htm.txt,-74498
powell20171005a.htm.txt,-24110
powell20171012a.htm.txt,-132624
powell20171018a.htm.txt,142870
powell20171102a.htm.txt,8050
powell20180213a.htm.txt,22047
powell20180406a.htm.txt,-62149
powell20180508a.htm.txt,-40191
powell20180525a.htm.txt,38130
powell20180620a.htm.txt,-60226
powell20180824a.htm.txt,-184978
powell20180927a.htm.txt,22072
powell20181002a.htm.txt,-146742
powell20181128a.htm.txt,-178836
powell20181203a.htm.txt,30102
powell20181206a.htm.txt,6030
powell20190206a.htm.txt,38155
powell20190212a.htm.txt,-14049
powell20190228b.htm.txt,-1877
powell20190308a.htm.txt,-86458
powell20190311a.htm.txt,8036
powell20190509a.htm.txt,-4018
powell20190520a.htm.txt,-122568
powell20190604a.htm.txt,-122646
powell20190625a.htm.txt,-2058
powell20190709a.htm.txt,-28126
powell20190716a.htm.txt,-104597
powell20190823a.htm.txt,-158932
powell20191004a.htm.txt,14052
powell20191007a.htm.txt,-2025
powell20191008a.htm.txt,-24107
powell20191009a.htm.txt,20079
powell20191125a.htm.txt,15995
powell20200409a.htm.txt,4029
powell20200513a.htm.txt,-88349
powell20200521a.htm.txt,-12073
powell20200619a.htm.txt,-10034
powell20200827a.htm.txt,-66453
powell20201006a.htm.txt,-86406
powell20210210a.htm.txt,-102518
powell20210318a.htm.txt,46232
powell20210503a.htm.txt,12035
powell20210817a.htm.txt,-8047
powell20210827a.htm.txt,-54245
powell20210924a.htm.txt,-11
powell20211108a.htm.txt,-14019
powell20211109a.htm.txt,9966
powell20211129a.htm.txt,48219
powell20220321a.htm.txt,-36159
powell20220524a.htm.txt,30119
powell20220617a.htm.txt,20090
powell20220826a.htm.txt,5961
powell20220928a.htm.txt,2009
powell20221130a.htm.txt,-44000
powell20230110a.htm.txt,26040
powell20230629a.htm.txt,-94467
powell20230825a.htm.txt,-64266
powell20230928a.htm.txt,-18081
powell20231019a.htm.txt,-16050
powell20231025a.htm.txt,4007
powell20231108a.htm.txt,6000
powell20231109a.htm.txt,-58261
powell20231201a.htm.txt,18087
quarles20171130a.htm.txt,78346
quarles20180119a.htm.txt,32078
quarles20180222a.htm.txt,-28112
quarles20180226a.htm.txt,-84323
quarles20180226b.htm.txt,36165
quarles20180305a.htm.txt,24081
quarles20180326a.htm.txt,52155
quarles20180504a.htm.txt,-26139
quarles20180516a.htm.txt,-104487
quarles20180627a.htm.txt,-68421
quarles20180718a.htm.txt,-70348
quarles20180719a.htm.txt,3999
quarles20181004a.htm.txt,-86398
quarles20181018a.htm.txt,-24050
quarles20181109a.htm.txt,-132643
quarles20181116a.htm.txt,-52201
quarles20181205a.htm.txt,-18081
quarles20190109a.htm.txt,-16094
quarles20190206a.htm.txt,10054
quarles20190210a.htm.txt,24056
quarles20190222a.htm.txt,-8047
quarles20190328a.htm.txt,-74432
quarles20190329a.htm.txt,-100491
quarles20190402a.htm.txt,-26117
quarles20190410a.htm.txt,12054
quarles20190530a.htm.txt,-94533
quarles20190603a.htm.txt,-14082
quarles20190709a.htm.txt,-178977
quarles20190820a.htm.txt,48222
quarles20190905a.htm.txt,-136722
quarles20190926a.htm.txt,-24118
quarles20190927a.htm.txt,-70422
quarles20191003a.htm.txt,-26183
quarles20191101a.htm.txt,-52231
quarles20191114a.htm.txt,-4018
quarles20200117a.htm.txt,-24262
quarles20200206a.htm.txt,-70364
quarles20200211a.htm.txt,-8157
quarles20200619a.htm.txt,-172807
quarles20200707a.htm.txt,-108552
quarles20200923a.htm.txt,-82369
quarles20201014a.htm.txt,-56241
quarles20201015a.htm.txt,-144626
quarles20201020a.htm.txt,-82366
quarles20201211a.htm.txt,9875
quarles20210225a.htm.txt,-124558
quarles20210322a.htm.txt,-4037
quarles20210330a.htm.txt,32100
quarles20210526a.htm.txt,-38182
quarles20210526b.htm.txt,-42144
quarles20210603a.htm.txt,-12120
quarles20210628a.htm.txt,-68352
quarles20210711a.htm.txt,30182
quarles20211005a.htm.txt,-8036
quarles20211018a.htm.txt,-32155
quarles20211020a.htm.txt,-74311
quarles20211202a.htm.txt,-152821
raskin20120723a.htm.txt,-72477
raskin20130228a.htm.txt,-120538
raskin20130322.htm.txt,-114491
raskin20130418a.htm.txt,-281378
raskin20130516a.htm.txt,-80357
raskin20130606a.htm.txt,-86483
raskin20130717a.htm.txt,-188920
stein20121011a.htm.txt,-94560
stein20121130a.htm.txt,-36206
stein20121217a.htm.txt,-72346
stein20130207a.htm.txt,-126555
stein20130417a.htm.txt,-80390
stein20130419a.htm.txt,-176863
stein20130628a.htm.txt,-40229
stein20130926a.htm.txt,-50236
stein20131004a.htm.txt,-102475
stein20131018a.htm.txt,-100400
stein20131107a.htm.txt,-104473
stein20140103a.htm.txt,-102478
stein20140228a.htm.txt,-58228
stein20140321a.htm.txt,-221075
stein20140324a.htm.txt,18070
stein20140506a.htm.txt,-56232
tarullo20121010a.htm.txt,-245243
tarullo20121128a.htm.txt,-108543
tarullo20121204a.htm.txt,-104633
tarullo20130222a.htm.txt,-188939
tarullo20130503a.htm.txt,-283445
tarullo20130920a.htm.txt,-315561
tarullo20131018a.htm.txt,-287338
tarullo20131122a.htm.txt,-142639
tarullo20140225a.htm.txt,-138775
tarullo20140327a.htm.txt,-160794
tarullo20140409a.htm.txt,-68440
tarullo20140508a.htm.txt,-138659
tarullo20140609a.htm.txt,-172889
tarullo20140625a.htm.txt,-219069
tarullo20141020a.htm.txt,-215037
tarullo20141107a.htm.txt,-110594
tarullo20141120a.htm.txt,-337597
tarullo20150130a.htm.txt,-170861
tarullo20150430a.htm.txt,-70414
tarullo20150504.htm.txt,-14063
tarullo20150928a.htm.txt,-257182
tarullo20151105a.htm.txt,-199154
tarullo20151117a.htm.txt,-108612
tarullo20151202a.htm.txt,-22121
tarullo20160520a.htm.txt,-30157
tarullo20160712a.htm.txt,-110514
tarullo20160926a.htm.txt,-596741
tarullo20161021a.htm.txt,-160819
tarullo20161202a.htm.txt,-393928
tarullo20170404a.htm.txt,-550608
waller20210329a.htm.txt,-24140
waller20210513a.htm.txt,-64277
waller20210805a.htm.txt,-62290
waller20211019a.htm.txt,-42167
waller20211117a.htm.txt,7915
waller20211119a.htm.txt,1990
waller20211217a.htm.txt,-158697
waller20220218a.htm.txt,-4040
waller20220224a.htm.txt,-74355
waller20220324a.htm.txt,-38204
waller20220506a.htm.txt,47
waller20220530a.htm.txt,-182775
waller20220603a.htm.txt,-46207
waller20220618a.htm.txt,-70359
waller20220714a.htm.txt,-70304
waller20220909a.htm.txt,-66299
waller20221006a.htm.txt,-46196
waller20221014a.htm.txt,-55
waller20221116a.htm.txt,-32111
waller20230120a.htm.txt,-16072
waller20230208a.htm.txt,-10056
waller20230210a.htm.txt,-18070
waller20230302a.htm.txt,10056
waller20230331a.htm.txt,-74311
waller20230414a.htm.txt,-32133
waller20230420a.htm.txt,32089
waller20230511a.htm.txt,-164749
waller20230524a.htm.txt,-62262
waller20230616a.htm.txt,-6049
waller20230622a.htm.txt,2012
waller20230713a.htm.txt,-150642
waller20231010a.htm.txt,26040
waller20231018a.htm.txt,12065
waller20231026a.htm.txt,-8047
waller20231107a.htm.txt,8047
waller20231128a.htm.txt,-1965
yellen20121011a.htm.txt,-94478
yellen20121113a.htm.txt,-142695
yellen20130104a.htm.txt,-249247
yellen20130211a.htm.txt,-345743
yellen20130302a.htm.txt,-188898
yellen20130404a.htm.txt,-64362
yellen20130416a.htm.txt,-16127
yellen20130602a.htm.txt,-40180
yellen20140305a.htm.txt,10029
yellen20140325a.htm.txt,15987
yellen20140331a.htm.txt,-176910
yellen20140415a.htm.txt,-6057
yellen20140416a.htm.txt,-162701
yellen20140501a.htm.txt,-36217
yellen20140515a.htm.txt,14063
yellen20140521a.htm.txt,-40188
yellen20140702a.htm.txt,-114532
yellen20140822a.htm.txt,-295323
yellen20140918a.htm.txt,-32155
yellen20141017a.htm.txt,31996
yellen20141030a.htm.txt,-4020
yellen20141107a.htm.txt,-86442
yellen20150303a.htm.txt,-82446
yellen20150327a.htm.txt,-144557
yellen20150402a.htm.txt,8003
yellen20150506a.htm.txt,-142716
yellen20150522a.htm.txt,-54372
yellen20150710a.htm.txt,-122623
yellen20150924a.htm.txt,-327541
yellen20150930a.htm.txt,-18114
yellen20151020a.htm.txt,3985
yellen20151112a.htm.txt,-10045
yellen20151202a.htm.txt,-44173
yellen20160329a.htm.txt,-90421
yellen20160606a.htm.txt,-50285
yellen20160826a.htm.txt,-217082
yellen20160929a.htm.txt,30105
yellen20161014a.htm.txt,-295543
yellen20161219a.htm.txt,28038
yellen20170112a.htm.txt,18081
yellen20170118a.htm.txt,-62286
yellen20170119a.htm.txt,-90237
yellen20170303a.htm.txt,-122579
yellen20170323a.htm.txt,5989
yellen20170328a.htm.txt,-36379
yellen20170505a.htm.txt,70516
yellen20170825a.htm.txt,-241173
yellen20170926a.htm.txt,-194776
yellen20171004a.htm.txt,6027
yellen20171015a.htm.txt,8072
yellen20171020a.htm.txt,-183047
yellen20171107a.htm.txt,-14085
